Array Design Name	Illumina HumanRef-6 Expression BeadChip
Provider	Jack Zhu(zhujack@mail.nih.gov)
Comment[ArrayExpressAccession]	A-GEOD-7306
Comment[SecondaryAccession]	GPL7306
Comment[Description]	Array Manufacturer: Illumina Inc., Distribution: custom-commercial, Technology: oligonucleotide beads, The Sentrix Human-6 BeadChip can be used to study expression of over 47,000 human transcripts. Researchers can generate whole-genome expression profiles for 6 samples in parallel on a single BeadChip. Array is composed of 3 micron features with average feature redundancy of 30-fold . All features are QCed by sequential hybridizations process called array decoding. Probes are fully screened all-full-length 50-mers. Assay requires 50-100ng of total RNA input. Array content is based on RefSeq and additional space is occupied by targets selected from Unigene build 163 and Gnomon databases.<br>Reporter Database Entry [genbank] = RefSeq identifier LINK_PRE:http://www.ncbi.nlm.nih.gov/entrez/query.fcgi?cmd=Search&db=Nucleotide&term=
Comment[SubmittedName]	Illumina HumanRef-6 Expression BeadChip
Comment[Organism]	Homo sapiens
Comment[ArrayExpressReleaseDate]	2011-05-12
Printing Protocol	http://www.illumina.com/technology/platform/tech_plat_arraymfg.ilmn
Surface Type	
Substrate Type	
Term Source Name	genbank

Reporter Name	Comment[Target]	Reporter Database Entry [genbank]	Comment[SPOT_ID]
36180	Hs.132305-S		UniGene: Hs.132305
36181	Hs.132317-S		UniGene: Hs.132317
36182	Hs.132327-S		UniGene: Hs.132327
36183	Hs.132361-S		UniGene: Hs.132361
36184	Hs.132364-S		UniGene: Hs.132364
36185	Hs.132371-S		UniGene: Hs.132371
36186	Hs.132377-S		UniGene: Hs.132377
36187	Hs.132386-S		UniGene: Hs.132386
36188	Hs.132431-S		UniGene: Hs.132431
36189	Hs.132433-S		UniGene: Hs.132433
36190	Hs.132448-S		UniGene: Hs.132448
36191	Hs.132451-S		UniGene: Hs.132451
36192	Hs.132473-S		UniGene: Hs.132473
36193	Hs.132481-S		UniGene: Hs.132481
36194	Hs.132494-S		UniGene: Hs.132494
36195	Hs.13250-S		UniGene: Hs.13250
36196	Hs.132515-S		UniGene: Hs.132515
36197	Hs.132527-S		UniGene: Hs.132527
36198	Hs.132541-S		UniGene: Hs.132541
36199	Hs.132550-S		UniGene: Hs.132550
36200	Hs.132551-S		UniGene: Hs.132551
36201	Hs.132558-S		UniGene: Hs.132558
36202	Hs.132563-S		UniGene: Hs.132563
36203	Hs.132568-S		UniGene: Hs.132568
36204	Hs.132569-S		UniGene: Hs.132569
36205	Hs.132571-S		UniGene: Hs.132571
36206	Hs.132578-S		UniGene: Hs.132578
36207	Hs.132579-S		UniGene: Hs.132579
36208	Hs.132584-S		UniGene: Hs.132584
36209	Hs.132585-S		UniGene: Hs.132585
36210	Hs.132599-S		UniGene: Hs.132599
36211	Hs.132624-S		UniGene: Hs.132624
36212	Hs.132677-S		UniGene: Hs.132677
36213	Hs.132700-S		UniGene: Hs.132700
36214	Hs.132706-S		UniGene: Hs.132706
36215	Hs.132755-S		UniGene: Hs.132755
36216	Hs.132801-S		UniGene: Hs.132801
36217	Hs.132807-S		UniGene: Hs.132807
36218	Hs.132815-S		UniGene: Hs.132815
36219	Hs.132860-S		UniGene: Hs.132860
36220	Hs.132917-S		UniGene: Hs.132917
36221	Hs.132920-S		UniGene: Hs.132920
36222	Hs.132940-S		UniGene: Hs.132940
36223	Hs.132976-S		UniGene: Hs.132976
36224	Hs.132980-S		UniGene: Hs.132980
36225	Hs.132984-S		UniGene: Hs.132984
36226	Hs.133009-S		UniGene: Hs.133009
36227	Hs.133016-S		UniGene: Hs.133016
36228	Hs.133050-S		UniGene: Hs.133050
36229	Hs.133085-S		UniGene: Hs.133085
36230	Hs.133120-S		UniGene: Hs.133120
36231	Hs.133130-S		UniGene: Hs.133130
36232	Hs.133152-S		UniGene: Hs.133152
36233	Hs.133160-S		UniGene: Hs.133160
36234	Hs.133378-S		UniGene: Hs.133378
36235	Hs.133386-S		UniGene: Hs.133386
36236	Hs.133389-S		UniGene: Hs.133389
36237	Hs.133397-S		UniGene: Hs.133397
36238	Hs.133416-S		UniGene: Hs.133416
36239	Hs.133418-S		UniGene: Hs.133418
36240	Hs.133421-S		UniGene: Hs.133421
36241	Hs.133505-S		UniGene: Hs.133505
36242	Hs.133552-S		UniGene: Hs.133552
36243	Hs.133851-S		UniGene: Hs.133851
36244	Hs.133862-S		UniGene: Hs.133862
36245	Hs.133890-S		UniGene: Hs.133890
36246	Hs.133910-S		UniGene: Hs.133910
36247	Hs.133922-S		UniGene: Hs.133922
36248	Hs.133943-S		UniGene: Hs.133943
36249	Hs.133998-S		UniGene: Hs.133998
36250	Hs.134020-S		UniGene: Hs.134020
36251	Hs.134029-S		UniGene: Hs.134029
36252	Hs.134037-S		UniGene: Hs.134037
36253	Hs.134131-S		UniGene: Hs.134131
36254	Hs.134153-S		UniGene: Hs.134153
36255	Hs.134205-S		UniGene: Hs.134205
36256	Hs.134470-S		UniGene: Hs.134470
36257	Hs.134473-S		UniGene: Hs.134473
36258	Hs.134478-S		UniGene: Hs.134478
36259	Hs.134486-S		UniGene: Hs.134486
36260	Hs.134496-S		UniGene: Hs.134496
36261	Hs.134498-S		UniGene: Hs.134498
36262	Hs.134526-S		UniGene: Hs.134526
36263	Hs.134575-S		UniGene: Hs.134575
36264	Hs.134662-S		UniGene: Hs.134662
36265	Hs.134698-S		UniGene: Hs.134698
36266	Hs.134705-S		UniGene: Hs.134705
36267	Hs.134739-S		UniGene: Hs.134739
36268	Hs.134780-S		UniGene: Hs.134780
36269	Hs.134801-S		UniGene: Hs.134801
36270	Hs.134861-S		UniGene: Hs.134861
36271	Hs.134871-S		UniGene: Hs.134871
36272	Hs.134882-S		UniGene: Hs.134882
36273	Hs.134939-S		UniGene: Hs.134939
36274	Hs.134954-S		UniGene: Hs.134954
36275	Hs.135050-S		UniGene: Hs.135050
36276	Hs.135082-S		UniGene: Hs.135082
36277	Hs.135089-S		UniGene: Hs.135089
36278	Hs.135119-S		UniGene: Hs.135119
36279	Hs.13544-S		UniGene: Hs.13544
36280	Hs.135571-S		UniGene: Hs.135571
36281	Hs.135624-S		UniGene: Hs.135624
36282	Hs.135647-S		UniGene: Hs.135647
36283	Hs.135671-S		UniGene: Hs.135671
36284	Hs.135772-S		UniGene: Hs.135772
36285	Hs.135789-S		UniGene: Hs.135789
36286	Hs.135971-S		UniGene: Hs.135971
36287	Hs.136252-S		UniGene: Hs.136252
36288	Hs.136288-S		UniGene: Hs.136288
36289	Hs.136333-S		UniGene: Hs.136333
36290	Hs.136355-S		UniGene: Hs.136355
36291	Hs.136370-S		UniGene: Hs.136370
36292	Hs.136371-S		UniGene: Hs.136371
36293	Hs.136376-S		UniGene: Hs.136376
36294	Hs.136448-S		UniGene: Hs.136448
36295	Hs.136556-S		UniGene: Hs.136556
36296	Hs.136572-S		UniGene: Hs.136572
36297	Hs.136605-S		UniGene: Hs.136605
36298	Hs.136716-S		UniGene: Hs.136716
36299	Hs.136824-S		UniGene: Hs.136824
36300	Hs.136893-S		UniGene: Hs.136893
36301	Hs.136905-S		UniGene: Hs.136905
36302	Hs.136932-S		UniGene: Hs.136932
36303	Hs.136947-S		UniGene: Hs.136947
36304	Hs.136965-S		UniGene: Hs.136965
36305	Hs.137003-S		UniGene: Hs.137003
36306	Hs.137068-S		UniGene: Hs.137068
36307	Hs.137081-S		UniGene: Hs.137081
36308	Hs.137098-S		UniGene: Hs.137098
36309	Hs.137108-S		UniGene: Hs.137108
36310	Hs.137183-S		UniGene: Hs.137183
36311	Hs.137312-S		UniGene: Hs.137312
36312	Hs.137316-S		UniGene: Hs.137316
36313	Hs.137328-S		UniGene: Hs.137328
36314	Hs.137385-S		UniGene: Hs.137385
36315	Hs.137447-S		UniGene: Hs.137447
36316	Hs.137453-S		UniGene: Hs.137453
36317	Hs.137466-S		UniGene: Hs.137466
36318	Hs.137540-S		UniGene: Hs.137540
36319	Hs.137552-S		UniGene: Hs.137552
36320	Hs.137562-S		UniGene: Hs.137562
36321	Hs.137587-S		UniGene: Hs.137587
36322	Hs.137635-S		UniGene: Hs.137635
36323	Hs.13774-S		UniGene: Hs.13774
36324	Hs.137868-S		UniGene: Hs.137868
36325	Hs.138200-S		UniGene: Hs.138200
36326	Hs.138499-S		UniGene: Hs.138499
36327	Hs.138702-S		UniGene: Hs.138702
36328	Hs.13887-S		UniGene: Hs.13887
36329	Hs.138944-S		UniGene: Hs.138944
36330	Hs.139357-S		UniGene: Hs.139357
36331	Hs.13941-S		UniGene: Hs.13941
36332	Hs.139649-S		UniGene: Hs.139649
36333	Hs.13969-S		UniGene: Hs.13969
36334	Hs.140547-S		UniGene: Hs.140547
36335	Hs.140841-S		UniGene: Hs.140841
36336	Hs.140953-S		UniGene: Hs.140953
36337	Hs.141551-S		UniGene: Hs.141551
36338	Hs.141600-S		UniGene: Hs.141600
36339	Hs.142382-S		UniGene: Hs.142382
36340	Hs.142447-S		UniGene: Hs.142447
36341	Hs.142877-S		UniGene: Hs.142877
36342	Hs.142940-S		UniGene: Hs.142940
36343	Hs.14304-S		UniGene: Hs.14304
36344	Hs.143055-S		UniGene: Hs.143055
36345	Hs.143077-S		UniGene: Hs.143077
36346	Hs.143250-S		UniGene: Hs.143250
36347	Hs.143258-S		UniGene: Hs.143258
36348	Hs.143307-S		UniGene: Hs.143307
36349	Hs.143374-S		UniGene: Hs.143374
36350	Hs.143463-S		UniGene: Hs.143463
36351	Hs.143562-S		UniGene: Hs.143562
36352	Hs.143610-S		UniGene: Hs.143610
36353	Hs.143656-S		UniGene: Hs.143656
36354	Hs.143674-S		UniGene: Hs.143674
36355	Hs.143728-S		UniGene: Hs.143728
36356	Hs.143729-S		UniGene: Hs.143729
36357	Hs.143730-S		UniGene: Hs.143730
36358	Hs.143754-S		UniGene: Hs.143754
36359	Hs.143801-S		UniGene: Hs.143801
36360	Hs.143805-S		UniGene: Hs.143805
36361	Hs.143806-S		UniGene: Hs.143806
36362	Hs.143884-S		UniGene: Hs.143884
36363	Hs.143887-S		UniGene: Hs.143887
36364	Hs.143909-S		UniGene: Hs.143909
36365	Hs.143918-S		UniGene: Hs.143918
36366	Hs.143949-S		UniGene: Hs.143949
36367	Hs.143961-S		UniGene: Hs.143961
36368	Hs.143973-S		UniGene: Hs.143973
36369	Hs.143992-S		UniGene: Hs.143992
36370	Hs.144012-S		UniGene: Hs.144012
36371	Hs.144074-S		UniGene: Hs.144074
36372	Hs.144078-S		UniGene: Hs.144078
36373	Hs.144216-S		UniGene: Hs.144216
36374	Hs.144219-S		UniGene: Hs.144219
36375	Hs.144222-S		UniGene: Hs.144222
36376	Hs.144258-S		UniGene: Hs.144258
36377	Hs.144350-S		UniGene: Hs.144350
36378	Hs.144413-S		UniGene: Hs.144413
36379	Hs.144468-S		UniGene: Hs.144468
36380	Hs.144490-S		UniGene: Hs.144490
36381	Hs.144492-S		UniGene: Hs.144492
36382	Hs.144496-S		UniGene: Hs.144496
36383	Hs.144709-S		UniGene: Hs.144709
36384	Hs.144736-S		UniGene: Hs.144736
36385	Hs.144795-S		UniGene: Hs.144795
36386	Hs.14479-S		UniGene: Hs.14479
36387	Hs.144923-S		UniGene: Hs.144923
36388	Hs.144939-S		UniGene: Hs.144939
36389	Hs.144942-S		UniGene: Hs.144942
36390	Hs.144982-S		UniGene: Hs.144982
36391	Hs.145117-S		UniGene: Hs.145117
36392	Hs.145149-S		UniGene: Hs.145149
36393	Hs.145150-S		UniGene: Hs.145150
36394	Hs.145162-S		UniGene: Hs.145162
36395	Hs.145178-S		UniGene: Hs.145178
36396	Hs.145201-S		UniGene: Hs.145201
36397	Hs.145211-S		UniGene: Hs.145211
36398	Hs.145218-S		UniGene: Hs.145218
36399	Hs.145227-S		UniGene: Hs.145227
36400	Hs.145237-S		UniGene: Hs.145237
36401	Hs.145241-S		UniGene: Hs.145241
36402	Hs.145250-S		UniGene: Hs.145250
36403	Hs.145261-S		UniGene: Hs.145261
36404	Hs.145264-S		UniGene: Hs.145264
36405	Hs.145269-S		UniGene: Hs.145269
36406	Hs.145331-S		UniGene: Hs.145331
36407	Hs.145393-S		UniGene: Hs.145393
36408	Hs.145431-S		UniGene: Hs.145431
36409	Hs.145436-S		UniGene: Hs.145436
36410	Hs.145444-S		UniGene: Hs.145444
36411	Hs.145480-S		UniGene: Hs.145480
36412	Hs.145481-S		UniGene: Hs.145481
36413	Hs.145524-S		UniGene: Hs.145524
36414	Hs.145539-S		UniGene: Hs.145539
36415	Hs.14555-S		UniGene: Hs.14555
36416	Hs.145560-S		UniGene: Hs.145560
36417	Hs.145587-S		UniGene: Hs.145587
36418	Hs.145588-S		UniGene: Hs.145588
36419	Hs.145622-S		UniGene: Hs.145622
36420	Hs.145626-S		UniGene: Hs.145626
36421	Hs.145642-S		UniGene: Hs.145642
36422	Hs.145761-S		UniGene: Hs.145761
36423	Hs.145778-S		UniGene: Hs.145778
36424	Hs.145855-S		UniGene: Hs.145855
36425	Hs.145875-S		UniGene: Hs.145875
36426	Hs.145898-S		UniGene: Hs.145898
36427	Hs.145925-S		UniGene: Hs.145925
36428	Hs.145985-S		UniGene: Hs.145985
36429	Hs.146010-S		UniGene: Hs.146010
36430	Hs.146022-S		UniGene: Hs.146022
36431	Hs.146062-S		UniGene: Hs.146062
36432	Hs.146446-S		UniGene: Hs.146446
36433	Hs.146466-S		UniGene: Hs.146466
36434	Hs.146470-S		UniGene: Hs.146470
36435	Hs.146493-S		UniGene: Hs.146493
36436	Hs.146520-S		UniGene: Hs.146520
36437	Hs.146543-S		UniGene: Hs.146543
36438	Hs.146558-S		UniGene: Hs.146558
36439	Hs.146591-S		UniGene: Hs.146591
36440	Hs.146603-S		UniGene: Hs.146603
36441	Hs.146604-S		UniGene: Hs.146604
36442	Hs.146606-S		UniGene: Hs.146606
36443	Hs.146629-S		UniGene: Hs.146629
36444	Hs.14662-S		UniGene: Hs.14662
36445	Hs.146632-S		UniGene: Hs.146632
36446	Hs.146676-S		UniGene: Hs.146676
36447	Hs.146730-S		UniGene: Hs.146730
36448	Hs.146747-S		UniGene: Hs.146747
36449	Hs.146766-S		UniGene: Hs.146766
36450	Hs.146803-S		UniGene: Hs.146803
36451	Hs.146804-S		UniGene: Hs.146804
36452	Hs.146839-S		UniGene: Hs.146839
36453	Hs.146884-S		UniGene: Hs.146884
36454	Hs.146933-S		UniGene: Hs.146933
36455	Hs.146950-S		UniGene: Hs.146950
36456	Hs.146999-S		UniGene: Hs.146999
36457	Hs.147006-S		UniGene: Hs.147006
36458	Hs.147030-S		UniGene: Hs.147030
36459	Hs.147046-S		UniGene: Hs.147046
36460	Hs.147054-S		UniGene: Hs.147054
36461	Hs.147063-S		UniGene: Hs.147063
36462	Hs.147079-S		UniGene: Hs.147079
36463	Hs.147090-S		UniGene: Hs.147090
36464	Hs.147240-S		UniGene: Hs.147240
36465	Hs.147244-S		UniGene: Hs.147244
36466	Hs.147255-S		UniGene: Hs.147255
36467	Hs.147290-S		UniGene: Hs.147290
36468	Hs.147346-S		UniGene: Hs.147346
36469	Hs.147361-S		UniGene: Hs.147361
36470	Hs.147371-S		UniGene: Hs.147371
36471	Hs.147394-S		UniGene: Hs.147394
36472	Hs.147408-S		UniGene: Hs.147408
36473	Hs.147409-S		UniGene: Hs.147409
36474	Hs.147413-S		UniGene: Hs.147413
36475	Hs.147415-S		UniGene: Hs.147415
36476	Hs.14745-S		UniGene: Hs.14745
36477	Hs.147489-S		UniGene: Hs.147489
36478	Hs.147493-S		UniGene: Hs.147493
36479	Hs.147499-S		UniGene: Hs.147499
36480	Hs.147522-S		UniGene: Hs.147522
36481	Hs.147540-S		UniGene: Hs.147540
36482	Hs.147545-S		UniGene: Hs.147545
36483	Hs.147558-S		UniGene: Hs.147558
36484	Hs.147560-S		UniGene: Hs.147560
36485	Hs.147566-S		UniGene: Hs.147566
36486	Hs.147570-S		UniGene: Hs.147570
36487	Hs.147588-S		UniGene: Hs.147588
36488	Hs.147590-S		UniGene: Hs.147590
36489	Hs.147593-S		UniGene: Hs.147593
36490	Hs.147609-S		UniGene: Hs.147609
36491	Hs.147610-S		UniGene: Hs.147610
36492	Hs.147617-S		UniGene: Hs.147617
36493	Hs.147643-S		UniGene: Hs.147643
36494	Hs.147650-S		UniGene: Hs.147650
36495	Hs.147657-S		UniGene: Hs.147657
36496	Hs.147670-S		UniGene: Hs.147670
36497	Hs.147673-S		UniGene: Hs.147673
36498	Hs.147702-S		UniGene: Hs.147702
36499	Hs.147713-S		UniGene: Hs.147713
36500	Hs.147724-S		UniGene: Hs.147724
36501	Hs.147770-S		UniGene: Hs.147770
36502	Hs.147826-S		UniGene: Hs.147826
36503	Hs.147829-S		UniGene: Hs.147829
36504	Hs.147851-S		UniGene: Hs.147851
36505	Hs.147862-S		UniGene: Hs.147862
36506	Hs.147880-S		UniGene: Hs.147880
36507	Hs.147895-S		UniGene: Hs.147895
36508	Hs.148119-S		UniGene: Hs.148119
36509	Hs.148178-S		UniGene: Hs.148178
36510	Hs.148205-S		UniGene: Hs.148205
36511	Hs.148211-S		UniGene: Hs.148211
36512	Hs.148241-S		UniGene: Hs.148241
36513	Hs.148243-S		UniGene: Hs.148243
36514	Hs.148251-S		UniGene: Hs.148251
36515	Hs.148256-S		UniGene: Hs.148256
36516	Hs.148274-S		UniGene: Hs.148274
36517	Hs.148277-S		UniGene: Hs.148277
36518	Hs.148281-S		UniGene: Hs.148281
36519	Hs.148283-S		UniGene: Hs.148283
36520	Hs.148325-S		UniGene: Hs.148325
36521	Hs.148360-S		UniGene: Hs.148360
36522	Hs.148389-S		UniGene: Hs.148389
36523	Hs.148429-S		UniGene: Hs.148429
36524	Hs.148435-S		UniGene: Hs.148435
36525	Hs.148476-S		UniGene: Hs.148476
36526	Hs.148511-S		UniGene: Hs.148511
36527	Hs.148527-S		UniGene: Hs.148527
36528	Hs.148541-S		UniGene: Hs.148541
36529	Hs.148555-S		UniGene: Hs.148555
36530	Hs.148567-S		UniGene: Hs.148567
36531	Hs.148637-S		UniGene: Hs.148637
36532	Hs.148644-S		UniGene: Hs.148644
36533	Hs.148655-S		UniGene: Hs.148655
36534	Hs.148658-S		UniGene: Hs.148658
36535	Hs.148670-S		UniGene: Hs.148670
36536	Hs.148693-S		UniGene: Hs.148693
36537	Hs.148760-S		UniGene: Hs.148760
36538	Hs.148769-S		UniGene: Hs.148769
36539	Hs.148783-S		UniGene: Hs.148783
36540	Hs.148823-S		UniGene: Hs.148823
36541	Hs.148833-S		UniGene: Hs.148833
36542	Hs.148839-S		UniGene: Hs.148839
36543	Hs.148901-S		UniGene: Hs.148901
36544	Hs.148906-S		UniGene: Hs.148906
36545	Hs.148951-S		UniGene: Hs.148951
36546	Hs.148976-S		UniGene: Hs.148976
36547	Hs.148986-S		UniGene: Hs.148986
36548	Hs.148988-S		UniGene: Hs.148988
36549	Hs.148989-S		UniGene: Hs.148989
36550	Hs.149004-S		UniGene: Hs.149004
36551	Hs.149020-S		UniGene: Hs.149020
36552	Hs.149037-S		UniGene: Hs.149037
36553	Hs.149042-S		UniGene: Hs.149042
36554	Hs.149067-S		UniGene: Hs.149067
36555	Hs.149072-S		UniGene: Hs.149072
36556	Hs.149075-S		UniGene: Hs.149075
36557	Hs.149078-S		UniGene: Hs.149078
36558	Hs.149142-S		UniGene: Hs.149142
36559	Hs.149165-S		UniGene: Hs.149165
36560	Hs.149168-S		UniGene: Hs.149168
36561	Hs.149225-S		UniGene: Hs.149225
36562	Hs.149229-S		UniGene: Hs.149229
36563	Hs.149234-S		UniGene: Hs.149234
36564	Hs.149261-S		UniGene: Hs.149261
36565	Hs.149313-S		UniGene: Hs.149313
36566	Hs.149321-S		UniGene: Hs.149321
36567	Hs.149430-S		UniGene: Hs.149430
36568	Hs.149442-S		UniGene: Hs.149442
36569	Hs.149457-S		UniGene: Hs.149457
36570	Hs.149495-S		UniGene: Hs.149495
36571	Hs.149500-S		UniGene: Hs.149500
36572	Hs.149513-S		UniGene: Hs.149513
36573	Hs.149516-S		UniGene: Hs.149516
36574	Hs.149566-S		UniGene: Hs.149566
36575	Hs.149638-S		UniGene: Hs.149638
36576	Hs.149663-S		UniGene: Hs.149663
36577	Hs.149721-S		UniGene: Hs.149721
36578	Hs.149726-S		UniGene: Hs.149726
36579	Hs.149751-S		UniGene: Hs.149751
36580	Hs.149769-S		UniGene: Hs.149769
36581	Hs.149804-S		UniGene: Hs.149804
36582	Hs.149915-S		UniGene: Hs.149915
36583	Hs.149922-S		UniGene: Hs.149922
36584	Hs.149962-S		UniGene: Hs.149962
36585	Hs.149995-S		UniGene: Hs.149995
36586	Hs.150050-S		UniGene: Hs.150050
36587	Hs.150067-S		UniGene: Hs.150067
36588	Hs.150087-S		UniGene: Hs.150087
36589	Hs.150105-S		UniGene: Hs.150105
36590	Hs.150147-S		UniGene: Hs.150147
36591	Hs.150487-S		UniGene: Hs.150487
36592	Hs.150495-S		UniGene: Hs.150495
36593	Hs.150534-S		UniGene: Hs.150534
36594	Hs.150637-S		UniGene: Hs.150637
36595	Hs.150656-S		UniGene: Hs.150656
36596	Hs.150679-S		UniGene: Hs.150679
36597	Hs.150708-S		UniGene: Hs.150708
36598	Hs.150716-S		UniGene: Hs.150716
36599	Hs.150743-S		UniGene: Hs.150743
36600	Hs.150756-S		UniGene: Hs.150756
36601	Hs.150772-S		UniGene: Hs.150772
36602	Hs.150896-S		UniGene: Hs.150896
36603	Hs.151099-S		UniGene: Hs.151099
36604	Hs.151117-S		UniGene: Hs.151117
36605	Hs.151173-S		UniGene: Hs.151173
36606	Hs.151194-S		UniGene: Hs.151194
36607	Hs.151435-S		UniGene: Hs.151435
36608	Hs.151443-S		UniGene: Hs.151443
36609	Hs.151500-S		UniGene: Hs.151500
36610	Hs.151612-S		UniGene: Hs.151612
36611	Hs.151905-S		UniGene: Hs.151905
36612	Hs.152155-S		UniGene: Hs.152155
36613	Hs.152248-S		UniGene: Hs.152248
36614	Hs.152258-S		UniGene: Hs.152258
36615	Hs.15227-S		UniGene: Hs.15227
36616	Hs.152385-S		UniGene: Hs.152385
36617	Hs.152466-S		UniGene: Hs.152466
36618	Hs.152628-S		UniGene: Hs.152628
36619	Hs.152662-S		UniGene: Hs.152662
36620	Hs.152803-S		UniGene: Hs.152803
36621	Hs.152923-S		UniGene: Hs.152923
36622	Hs.153205-S		UniGene: Hs.153205
36623	Hs.153244-S		UniGene: Hs.153244
36624	Hs.153270-S		UniGene: Hs.153270
36625	Hs.15328-S		UniGene: Hs.15328
36626	Hs.153310-S		UniGene: Hs.153310
36627	Hs.153390-S		UniGene: Hs.153390
36628	Hs.153395-S		UniGene: Hs.153395
36629	Hs.153400-S		UniGene: Hs.153400
36630	Hs.153573-S		UniGene: Hs.153573
36631	Hs.153749-S		UniGene: Hs.153749
36632	Hs.153943-S		UniGene: Hs.153943
36633	Hs.15400-S		UniGene: Hs.15400
36634	Hs.154483-S		UniGene: Hs.154483
36635	Hs.154540-S		UniGene: Hs.154540
36636	Hs.154600-S		UniGene: Hs.154600
36637	Hs.154618-S		UniGene: Hs.154618
36638	Hs.154829-S		UniGene: Hs.154829
36639	Hs.15546-S		UniGene: Hs.15546
36640	Hs.15550-S		UniGene: Hs.15550
36641	Hs.155764-S		UniGene: Hs.155764
36642	Hs.155793-S		UniGene: Hs.155793
36643	Hs.155827-S		UniGene: Hs.155827
36644	Hs.155849-S		UniGene: Hs.155849
36645	Hs.155919-S		UniGene: Hs.155919
36646	Hs.156084-S		UniGene: Hs.156084
36647	Hs.156105-S		UniGene: Hs.156105
36648	Hs.156189-S		UniGene: Hs.156189
36649	Hs.156201-S		UniGene: Hs.156201
36650	Hs.156222-S		UniGene: Hs.156222
36651	Hs.156230-S		UniGene: Hs.156230
36652	Hs.156385-S		UniGene: Hs.156385
36653	Hs.156409-S		UniGene: Hs.156409
36654	Hs.156454-S		UniGene: Hs.156454
36655	Hs.156496-S		UniGene: Hs.156496
36656	Hs.156538-S		UniGene: Hs.156538
36657	Hs.156544-S		UniGene: Hs.156544
36658	Hs.156546-S		UniGene: Hs.156546
36659	Hs.156588-S		UniGene: Hs.156588
36660	Hs.156610-S		UniGene: Hs.156610
36661	Hs.156737-S		UniGene: Hs.156737
36662	Hs.156749-S		UniGene: Hs.156749
36663	Hs.156832-S		UniGene: Hs.156832
36664	Hs.156879-S		UniGene: Hs.156879
36665	Hs.156898-S		UniGene: Hs.156898
36666	Hs.156954-S		UniGene: Hs.156954
36667	Hs.156961-S		UniGene: Hs.156961
36668	Hs.156967-S		UniGene: Hs.156967
36669	Hs.156981-S		UniGene: Hs.156981
36670	Hs.157003-S		UniGene: Hs.157003
36671	Hs.157006-S		UniGene: Hs.157006
36672	Hs.157106-S		UniGene: Hs.157106
36673	Hs.157107-S		UniGene: Hs.157107
36674	Hs.157142-S		UniGene: Hs.157142
36675	Hs.157173-S		UniGene: Hs.157173
36676	Hs.157218-S		UniGene: Hs.157218
36677	Hs.157246-S		UniGene: Hs.157246
36678	Hs.157287-S		UniGene: Hs.157287
36679	Hs.15738-S		UniGene: Hs.15738
36680	Hs.157392-S		UniGene: Hs.157392
36681	Hs.157394-S		UniGene: Hs.157394
36682	Hs.157491-S		UniGene: Hs.157491
36683	Hs.157697-S		UniGene: Hs.157697
36684	Hs.157723-S		UniGene: Hs.157723
36685	Hs.157730-S		UniGene: Hs.157730
36686	Hs.157781-S		UniGene: Hs.157781
36687	Hs.157910-S		UniGene: Hs.157910
36688	Hs.158094-S		UniGene: Hs.158094
36689	Hs.158121-S		UniGene: Hs.158121
36690	Hs.158126-S		UniGene: Hs.158126
36691	Hs.158501-S		UniGene: Hs.158501
36692	Hs.158528-S		UniGene: Hs.158528
36693	Hs.158545-S		UniGene: Hs.158545
36694	Hs.158580-S		UniGene: Hs.158580
36695	Hs.158585-S		UniGene: Hs.158585
36696	Hs.158628-S		UniGene: Hs.158628
36697	Hs.158667-S		UniGene: Hs.158667
36698	Hs.158769-S		UniGene: Hs.158769
36699	Hs.158778-S		UniGene: Hs.158778
36700	Hs.158797-S		UniGene: Hs.158797
36701	Hs.158823-S		UniGene: Hs.158823
36702	Hs.158844-S		UniGene: Hs.158844
36703	Hs.158863-S		UniGene: Hs.158863
36704	Hs.158891-S		UniGene: Hs.158891
36705	Hs.158933-S		UniGene: Hs.158933
36706	Hs.158943-S		UniGene: Hs.158943
36707	Hs.158984-S		UniGene: Hs.158984
36708	Hs.159049-S		UniGene: Hs.159049
36709	Hs.159079-S		UniGene: Hs.159079
36710	Hs.159157-S		UniGene: Hs.159157
36711	Hs.159164-S		UniGene: Hs.159164
36712	Hs.159183-S		UniGene: Hs.159183
36713	Hs.159204-S		UniGene: Hs.159204
36714	Hs.159212-S		UniGene: Hs.159212
36715	Hs.159225-S		UniGene: Hs.159225
36716	Hs.159260-S		UniGene: Hs.159260
36717	Hs.159268-S		UniGene: Hs.159268
36718	Hs.159306-S		UniGene: Hs.159306
36719	Hs.159366-S		UniGene: Hs.159366
36720	Hs.159460-S		UniGene: Hs.159460
36721	Hs.159696-S		UniGene: Hs.159696
36722	Hs.159699-S		UniGene: Hs.159699
36723	Hs.159704-S		UniGene: Hs.159704
36724	Hs.159736-S		UniGene: Hs.159736
36725	Hs.159750-S		UniGene: Hs.159750
36726	Hs.159901-S		UniGene: Hs.159901
36727	Hs.159972-S		UniGene: Hs.159972
36728	Hs.160324-S		UniGene: Hs.160324
36729	Hs.160371-S		UniGene: Hs.160371
36730	Hs.160379-S		UniGene: Hs.160379
36731	Hs.16037-S		UniGene: Hs.16037
36732	Hs.160403-S		UniGene: Hs.160403
36733	Hs.160405-S		UniGene: Hs.160405
36734	Hs.160599-S		UniGene: Hs.160599
36735	Hs.160681-S		UniGene: Hs.160681
36736	Hs.160778-S		UniGene: Hs.160778
